id,name,lat,lon,country,line,tiv_usd,bi_tiv_usd,hub
LOC01619,Chennai Marine #1619,13.1295,80.4748,India,Marine Cargo,26613000,0,Chennai
LOC01620,Valencia Commercial #1620,39.292,-0.5171,Spain,Commercial Property,36019000,17606000,Valencia
LOC01621,Hong Kong High-Net-Worth #1621,22.0823,114.2315,China,High-Net-Worth Homeowners,3033000,0,Hong Kong
LOC01622,Milan Commercial #1622,45.4538,9.1841,Italy,Commercial Property,19715000,4800000,Milan
LOC01623,Manila Commercial #1623,14.6341,120.986,Philippines,Commercial Property,7596000,4423000,Manila
LOC01624,Honolulu Commercial #1624,21.3571,-157.9715,United States,Commercial Property,35295000,7604000,Honolulu
LOC01625,Boston Commercial #1625,42.2921,-71.0491,United States,Commercial Property,36328000,19042000,Boston
LOC01626,Miami High-Net-Worth #1626,25.7981,-80.2546,United States,High-Net-Worth Homeowners,2175000,0,Miami
LOC01627,Hong Kong Commercial #1627,22.3382,114.1535,China,Commercial Property,8978000,5272000,Hong Kong
LOC01628,Naples FL Commercial #1628,26.1404,-81.7661,United States,Commercial Property,9225000,3666000,Naples FL
LOC01629,Boston High-Net-Worth #1629,42.3062,-71.2049,United States,High-Net-Worth Homeowners,2905000,0,Boston
LOC01630,Kolkata Marine #1630,22.598,88.5515,India,Marine Cargo,9100000,0,Kolkata
LOC01631,Puerto Vallarta Commercial #1631,20.6559,-105.3835,Mexico,Commercial Property,84699000,37392000,Puerto Vallarta
LOC01632,Shanghai High-Net-Worth #1632,31.474,121.6171,China,High-Net-Worth Homeowners,3854000,0,Shanghai
LOC01633,Dubai High-Net-Worth #1633,25.3048,55.0883,United Arab Emirates,High-Net-Worth Homeowners,2309000,0,Dubai
LOC01634,Maui Commercial #1634,20.8587,-156.1261,United States,Commercial Property,61055000,26582000,Maui
LOC01635,Visakhapatnam Commercial #1635,17.7285,83.1741,India,Commercial Property,134171000,63700000,Visakhapatnam
LOC01636,Jakarta Marine #1636,-6.2656,106.8385,Indonesia,Marine Cargo,4305000,0,Jakarta
LOC01637,Mexico City High-Net-Worth #1637,19.5003,-99.1026,Mexico,High-Net-Worth Homeowners,2946000,0,Mexico City
LOC01638,New York Commercial #1638,40.8177,-74.211,United States,Commercial Property,10839000,4358000,New York
LOC01639,London Commercial #1639,51.4272,-0.0952,United Kingdom,Commercial Property,32122000,6555000,London
LOC01640,London Commercial #1640,51.4313,-0.1511,United Kingdom,Commercial Property,29022000,8920000,London
LOC01641,Tampa Commercial #1641,27.9332,-82.4428,United States,Commercial Property,22593000,12557000,Tampa
LOC01642,London Marine #1642,51.5126,-0.0954,United Kingdom,Marine Cargo,4861000,0,London
LOC01643,Valparaiso Marine #1643,-32.8504,-71.7531,Chile,Marine Cargo,11310000,0,Valparaiso
LOC01644,Los Angeles High-Net-Worth #1644,33.7672,-118.1218,United States,High-Net-Worth Homeowners,9326000,0,Los Angeles
LOC01645,Sydney Commercial #1645,-33.7766,151.2858,Australia,Commercial Property,17660000,8192000,Sydney
LOC01646,Jakarta Commercial #1646,-6.3468,106.8913,Indonesia,Commercial Property,11741000,2391000,Jakarta
LOC01647,Honolulu High-Net-Worth #1647,21.2412,-157.9818,United States,High-Net-Worth Homeowners,3245000,0,Honolulu
LOC01648,New York Commercial #1648,40.715,-74.0879,United States,Commercial Property,36650000,9135000,New York
LOC01649,London Commercial #1649,51.5334,-0.0728,United Kingdom,Commercial Property,11234000,6386000,London
LOC01650,Chennai Marine #1650,13.0867,80.3349,India,Marine Cargo,1144000,0,Chennai
LOC01651,Nassau High-Net-Worth #1651,24.9737,-77.4105,Bahamas,High-Net-Worth Homeowners,4067000,0,Nassau
LOC01652,Santiago Commercial #1652,-33.4828,-70.692,Chile,Commercial Property,9788000,4356000,Santiago
LOC01653,Manila Commercial #1653,14.6143,121.1868,Philippines,Commercial Property,30872000,9545000,Manila
LOC01654,San Diego Marine #1654,32.659,-117.1911,United States,Marine Cargo,17396000,0,San Diego
LOC01655,Mumbai Commercial #1655,19.1855,73.0005,India,Commercial Property,17323000,7979000,Mumbai
LOC01656,Kingston Energy #1656,17.986,-76.7999,Jamaica,Energy,272858000,0,Kingston
LOC01657,New York High-Net-Worth #1657,40.7584,-74.1198,United States,High-Net-Worth Homeowners,1859000,0,New York
LOC01658,Hong Kong Marine #1658,22.345,114.1827,China,Marine Cargo,29273000,0,Hong Kong
LOC01659,Los Angeles Commercial #1659,33.944,-118.2561,United States,Commercial Property,35513000,12338000,Los Angeles
LOC01660,Puerto Vallarta High-Net-Worth #1660,20.6406,-104.882,Mexico,High-Net-Worth Homeowners,2157000,0,Puerto Vallarta
LOC01661,Tampa Commercial #1661,27.9881,-82.5333,United States,Commercial Property,24824000,10443000,Tampa
LOC01662,Cancun Commercial #1662,21.3232,-86.6558,Mexico,Commercial Property,11222000,4805000,Cancun
LOC01663,Izmir High-Net-Worth #1663,38.3976,27.123,Türkiye,High-Net-Worth Homeowners,4584000,0,Izmir
LOC01664,Honolulu High-Net-Worth #1664,21.309,-157.7972,United States,High-Net-Worth Homeowners,1612000,0,Honolulu
LOC01665,Cancun High-Net-Worth #1665,21.1975,-86.9351,Mexico,High-Net-Worth Homeowners,4698000,0,Cancun
LOC01666,Rotterdam Marine #1666,51.9589,4.5399,Netherlands,Marine Cargo,4422000,0,Rotterdam
LOC01667,Mumbai Commercial #1667,19.0424,72.9922,India,Commercial Property,35557000,19918000,Mumbai
LOC01668,Santiago Commercial #1668,-33.4118,-70.7365,Chile,Commercial Property,21331000,9369000,Santiago
LOC01669,Tokyo Marine #1669,35.6732,139.5057,Japan,Marine Cargo,6915000,0,Tokyo
LOC01670,Los Angeles Marine #1670,34.0157,-118.2588,United States,Marine Cargo,7171000,0,Los Angeles
LOC01671,Mexico City High-Net-Worth #1671,19.4609,-99.1366,Mexico,High-Net-Worth Homeowners,7540000,0,Mexico City
LOC01672,New York Marine #1672,40.71,-74.0099,United States,Marine Cargo,18081000,0,New York
LOC01673,Maui High-Net-Worth #1673,20.7924,-156.3589,United States,High-Net-Worth Homeowners,3144000,0,Maui
LOC01674,Dubai High-Net-Worth #1674,25.0951,55.3061,United Arab Emirates,High-Net-Worth Homeowners,5059000,0,Dubai
LOC01675,Tampa Commercial #1675,27.9892,-82.4718,United States,Commercial Property,157101000,38654000,Tampa
LOC01676,New York High-Net-Worth #1676,40.7387,-74.0488,United States,High-Net-Worth Homeowners,9000000,0,New York
LOC01677,Taipei Commercial #1677,24.892,121.5506,Taiwan,Commercial Property,49803000,17653000,Taipei
LOC01678,Dubai Commercial #1678,24.9603,55.3916,United Arab Emirates,Commercial Property,6724000,1494000,Dubai
LOC01679,Dubai High-Net-Worth #1679,25.1966,55.2181,United Arab Emirates,High-Net-Worth Homeowners,3576000,0,Dubai
LOC01680,Hong Kong Commercial #1680,22.3108,114.1639,China,Commercial Property,30963000,17756000,Hong Kong
LOC01681,Miami High-Net-Worth #1681,25.771,-80.3431,United States,High-Net-Worth Homeowners,2071000,0,Miami
LOC01682,Mexico City Commercial #1682,19.3218,-99.1192,Mexico,Commercial Property,32993000,7852000,Mexico City
LOC01683,San Juan High-Net-Worth #1683,18.4031,-66.219,Puerto Rico,High-Net-Worth Homeowners,1748000,0,San Juan
LOC01684,Milan Commercial #1684,45.3975,8.9993,Italy,Commercial Property,15818000,3248000,Milan
LOC01685,Honolulu Commercial #1685,21.3417,-157.8915,United States,Commercial Property,44744000,22449000,Honolulu
LOC01686,Dubai Commercial #1686,25.1686,55.2223,United Arab Emirates,Commercial Property,133476000,45832000,Dubai
LOC01687,Athens High-Net-Worth #1687,38.167,23.5964,Greece,High-Net-Worth Homeowners,2719000,0,Athens
LOC01688,New York Commercial #1688,40.8687,-73.8008,United States,Commercial Property,41291000,18583000,New York
LOC01689,San Francisco High-Net-Worth #1689,37.7927,-122.4275,United States,High-Net-Worth Homeowners,3230000,0,San Francisco
LOC01690,Mexico City Commercial #1690,19.4337,-99.0998,Mexico,Commercial Property,17162000,6408000,Mexico City
LOC01691,San Diego Commercial #1691,32.6174,-117.0859,United States,Commercial Property,16391000,7043000,San Diego
LOC01692,New York Commercial #1692,40.6324,-73.9521,United States,Commercial Property,63198000,31521000,New York
LOC01693,Miami Commercial #1693,25.7982,-80.2308,United States,Commercial Property,19600000,7604000,Miami
LOC01694,Houston Commercial #1694,29.7485,-95.3956,United States,Commercial Property,20809000,6437000,Houston
LOC01695,San Francisco Commercial #1695,37.7607,-122.5621,United States,Commercial Property,47332000,23431000,San Francisco
LOC01696,Naha Okinawa Marine #1696,26.0104,127.9183,Japan,Marine Cargo,52832000,0,Naha Okinawa
LOC01697,Honolulu Commercial #1697,21.3081,-158.037,United States,Commercial Property,10203000,5128000,Honolulu
LOC01698,Nassau Commercial #1698,25.0217,-77.384,Bahamas,Commercial Property,39400000,17826000,Nassau
LOC01699,Sydney Commercial #1699,-33.8562,151.0236,Australia,Commercial Property,55721000,27231000,Sydney
LOC01700,Miami Commercial #1700,25.6442,-80.1612,United States,Commercial Property,24510000,7433000,Miami
LOC01701,Visakhapatnam Marine #1701,17.6652,83.1756,India,Marine Cargo,37799000,0,Visakhapatnam
LOC01702,Dubai Commercial #1702,25.2795,55.2258,United Arab Emirates,Commercial Property,48509000,23973000,Dubai
LOC01703,Tampa Commercial #1703,28.1473,-82.342,United States,Commercial Property,17370000,9866000,Tampa
LOC01704,Athens Commercial #1704,38.2865,23.4307,Greece,Commercial Property,25324000,8565000,Athens
LOC01705,Osaka Marine #1705,34.6716,135.1608,Japan,Marine Cargo,14629000,0,Osaka
LOC01706,Hamburg Energy #1706,53.5529,10.112,Germany,Energy,194908000,0,Hamburg
LOC01707,Goma Commercial #1707,-1.4379,29.3065,Democratic Republic of the Congo,Commercial Property,33774000,18026000,Goma
LOC01708,Honolulu Marine #1708,21.4701,-157.9308,United States,Marine Cargo,40676000,0,Honolulu
LOC01709,Maui High-Net-Worth #1709,20.5811,-156.3963,United States,High-Net-Worth Homeowners,4156000,0,Maui
LOC01710,Kinshasa Commercial #1710,-4.7097,15.346,Democratic Republic of the Congo,Commercial Property,8445000,4764000,Kinshasa
LOC01711,Sydney Commercial #1711,-33.9515,151.2461,Australia,Commercial Property,19088000,7184000,Sydney
LOC01712,Bogota Commercial #1712,4.8042,-74.1746,Colombia,Commercial Property,51216000,25669000,Bogota
LOC01713,Mumbai High-Net-Worth #1713,19.0723,72.9507,India,High-Net-Worth Homeowners,5494000,0,Mumbai
LOC01714,Tokyo Marine #1714,35.7166,139.6455,Japan,Marine Cargo,14566000,0,Tokyo
LOC01715,Jakarta Energy #1715,-6.1062,106.8002,Indonesia,Energy,103789000,0,Jakarta
LOC01716,Manila Commercial #1716,14.6763,120.8661,Philippines,Commercial Property,23462000,11026000,Manila
LOC01717,Los Angeles Commercial #1717,34.0119,-118.3319,United States,Commercial Property,40099000,13771000,Los Angeles
LOC01718,Hong Kong Commercial #1718,22.2465,114.2692,China,Commercial Property,23073000,8125000,Hong Kong
LOC01719,Honolulu High-Net-Worth #1719,21.2781,-157.853,United States,High-Net-Worth Homeowners,3482000,0,Honolulu
LOC01720,Mazatlan Commercial #1720,23.2902,-106.42,Mexico,Commercial Property,12016000,4433000,Mazatlan
LOC01721,Dubai Commercial #1721,25.231,55.043,United Arab Emirates,Commercial Property,65449000,37345000,Dubai
LOC01722,Kaohsiung Commercial #1722,22.5921,120.3257,Taiwan,Commercial Property,17960000,8110000,Kaohsiung
LOC01723,Shenzhen Marine #1723,22.5169,114.1481,China,Marine Cargo,14107000,0,Shenzhen
LOC01724,Kampala Commercial #1724,0.3315,32.3258,Uganda,Commercial Property,11826000,3562000,Kampala
LOC01725,Kinshasa Commercial #1725,-4.4078,15.2193,Democratic Republic of the Congo,Commercial Property,22610000,12639000,Kinshasa
LOC01726,San Francisco Commercial #1726,38.0018,-122.5557,United States,Commercial Property,14715000,8485000,San Francisco
LOC01727,Tokyo Commercial #1727,35.589,139.6467,Japan,Commercial Property,9196000,5043000,Tokyo
LOC01728,Nassau Commercial #1728,24.9642,-77.5973,Bahamas,Commercial Property,18762000,9611000,Nassau
LOC01729,Tokyo Marine #1729,35.7063,139.6502,Japan,Marine Cargo,13332000,0,Tokyo
LOC01730,Maui Commercial #1730,21.0379,-156.2177,United States,Commercial Property,13314000,2699000,Maui
LOC01731,Mumbai Commercial #1731,19.0441,72.8439,India,Commercial Property,134581000,49801000,Mumbai
LOC01732,Hamburg Commercial #1732,53.5569,10.024,Germany,Commercial Property,49935000,25548000,Hamburg
LOC01733,Lima Commercial #1733,-12.0294,-76.8801,Peru,Commercial Property,59770000,14894000,Lima
LOC01734,Naples FL Commercial #1734,26.1055,-81.7789,United States,Commercial Property,6034000,2098000,Naples FL
LOC01735,Manzanillo Marine #1735,19.0661,-104.2542,Mexico,Marine Cargo,17386000,0,Manzanillo
LOC01736,New Orleans Marine #1736,29.9289,-90.0838,United States,Marine Cargo,12263000,0,New Orleans
LOC01737,Cancun Commercial #1737,21.1112,-86.8286,Mexico,Commercial Property,36612000,16201000,Cancun
LOC01738,San Francisco Commercial #1738,37.8238,-122.073,United States,Commercial Property,35653000,7766000,San Francisco
LOC01739,Naha Okinawa Commercial #1739,26.167,127.6144,Japan,Commercial Property,21618000,12819000,Naha Okinawa
LOC01740,Miami Commercial #1740,25.8099,-80.1626,United States,Commercial Property,15540000,4618000,Miami
LOC01741,Lagos High-Net-Worth #1741,6.4744,3.2474,Nigeria,High-Net-Worth Homeowners,12251000,0,Lagos
LOC01742,Kaohsiung Marine #1742,22.693,120.3861,Taiwan,Marine Cargo,7131000,0,Kaohsiung
LOC01743,London Commercial #1743,51.5848,0.0175,United Kingdom,Commercial Property,15594000,6306000,London
LOC01744,New York Commercial #1744,40.7034,-74.1035,United States,Commercial Property,13134000,3428000,New York
LOC01745,San Francisco Commercial #1745,37.6326,-122.8154,United States,Commercial Property,48773000,22693000,San Francisco
LOC01746,London Commercial #1746,51.5282,-0.0436,United Kingdom,Commercial Property,8543000,2586000,London
LOC01747,Rotterdam Marine #1747,51.854,4.4278,Netherlands,Marine Cargo,2614000,0,Rotterdam
LOC01748,Tokyo Commercial #1748,35.6547,139.6469,Japan,Commercial Property,13200000,7899000,Tokyo
LOC01749,Santiago Commercial #1749,-33.3287,-70.6626,Chile,Commercial Property,38552000,20795000,Santiago
LOC01750,London Commercial #1750,51.5792,-0.2848,United Kingdom,Commercial Property,30164000,18091000,London
LOC01751,Tampa Commercial #1751,28.0699,-82.4782,United States,Commercial Property,12247000,4367000,Tampa
LOC01752,Osaka High-Net-Worth #1752,34.6667,135.6001,Japan,High-Net-Worth Homeowners,3893000,0,Osaka
LOC01753,New Orleans Marine #1753,29.7707,-90.2893,United States,Marine Cargo,3068000,0,New Orleans
LOC01754,Tampa Energy #1754,27.9901,-82.517,United States,Energy,65519000,0,Tampa
LOC01755,Shanghai Commercial #1755,31.1996,121.3535,China,Commercial Property,23208000,13731000,Shanghai
LOC01756,Athens Commercial #1756,37.9769,23.7594,Greece,Commercial Property,104801000,26133000,Athens
LOC01757,Boston Commercial #1757,42.3913,-71.0595,United States,Commercial Property,79951000,16062000,Boston
LOC01758,Milan Commercial #1758,45.507,8.9166,Italy,Commercial Property,43122000,8824000,Milan
LOC01759,San Diego Marine #1759,32.4282,-117.2528,United States,Marine Cargo,27178000,0,San Diego
LOC01760,San Francisco Commercial #1760,37.7832,-122.5027,United States,Commercial Property,54246000,24048000,San Francisco
LOC01761,Mumbai High-Net-Worth #1761,18.9516,72.8925,India,High-Net-Worth Homeowners,6149000,0,Mumbai
LOC01762,Honolulu High-Net-Worth #1762,21.2694,-157.6957,United States,High-Net-Worth Homeowners,777000,0,Honolulu
LOC01763,Milan Commercial #1763,45.4362,9.3263,Italy,Commercial Property,15567000,8794000,Milan
LOC01764,Athens Commercial #1764,37.8274,24.0254,Greece,Commercial Property,27081000,13856000,Athens
LOC01765,Mexico City Commercial #1765,19.8626,-99.1769,Mexico,Commercial Property,41819000,9249000,Mexico City
LOC01766,Charleston High-Net-Worth #1766,32.9368,-80.0202,United States,High-Net-Worth Homeowners,5067000,0,Charleston
LOC01767,Dubai Commercial #1767,25.225,55.2649,United Arab Emirates,Commercial Property,40015000,20093000,Dubai
LOC01768,Miami High-Net-Worth #1768,25.732,-80.1585,United States,High-Net-Worth Homeowners,1401000,0,Miami
LOC01769,New York Commercial #1769,40.7289,-74.1477,United States,Commercial Property,20540000,5044000,New York
LOC01770,Los Angeles Commercial #1770,33.9041,-118.3826,United States,Commercial Property,92161000,36821000,Los Angeles
LOC01771,Puerto Vallarta Commercial #1771,20.537,-105.4257,Mexico,Commercial Property,25585000,9328000,Puerto Vallarta
LOC01772,Honolulu Commercial #1772,21.0897,-157.9338,United States,Commercial Property,78025000,25304000,Honolulu
LOC01773,Cabo San Lucas High-Net-Worth #1773,22.9421,-109.7523,Mexico,High-Net-Worth Homeowners,3182000,0,Cabo San Lucas
LOC01774,Houston High-Net-Worth #1774,30.0176,-95.1708,United States,High-Net-Worth Homeowners,4576000,0,Houston
LOC01775,Naples FL High-Net-Worth #1775,26.3715,-81.5811,United States,High-Net-Worth Homeowners,3816000,0,Naples FL
LOC01776,Bogota Commercial #1776,4.9253,-74.0949,Colombia,Commercial Property,8159000,3328000,Bogota
LOC01777,New York Commercial #1777,40.807,-74.1118,United States,Commercial Property,9783000,2688000,New York
LOC01778,San Francisco Commercial #1778,37.9434,-122.1272,United States,Commercial Property,66190000,37866000,San Francisco
LOC01779,Jakarta Commercial #1779,-6.1679,106.9773,Indonesia,Commercial Property,33876000,16436000,Jakarta
LOC01780,Jakarta High-Net-Worth #1780,-6.0242,106.5899,Indonesia,High-Net-Worth Homeowners,1628000,0,Jakarta
LOC01781,Mumbai Commercial #1781,19.0264,72.8675,India,Commercial Property,8281000,2635000,Mumbai
LOC01782,Miami High-Net-Worth #1782,25.6144,-79.9346,United States,High-Net-Worth Homeowners,8283000,0,Miami
LOC01783,New Orleans Marine #1783,29.772,-90.2052,United States,Marine Cargo,11253000,0,New Orleans
LOC01784,Houston Marine #1784,29.8922,-95.5195,United States,Marine Cargo,4469000,0,Houston
LOC01785,Rotterdam Commercial #1785,51.9234,4.4757,Netherlands,Commercial Property,40400000,21808000,Rotterdam
LOC01786,Puerto Vallarta High-Net-Worth #1786,20.5833,-105.3739,Mexico,High-Net-Worth Homeowners,4867000,0,Puerto Vallarta
LOC01787,Los Angeles Commercial #1787,34.0507,-118.2394,United States,Commercial Property,15101000,7205000,Los Angeles
LOC01788,Cabo San Lucas High-Net-Worth #1788,22.5836,-109.7883,Mexico,High-Net-Worth Homeowners,6619000,0,Cabo San Lucas
LOC01789,Istanbul High-Net-Worth #1789,40.9835,29.0053,Türkiye,High-Net-Worth Homeowners,4570000,0,Istanbul
LOC01790,Kampala Commercial #1790,0.096,32.9053,Uganda,Commercial Property,8997000,3014000,Kampala
LOC01791,New Orleans Marine #1791,29.9362,-90.2621,United States,Marine Cargo,11580000,0,New Orleans
LOC01792,Houston Marine #1792,29.7411,-95.4128,United States,Marine Cargo,12321000,0,Houston
LOC01793,Kingston Marine #1793,18.0846,-76.7754,Jamaica,Marine Cargo,8583000,0,Kingston
LOC01794,Maui High-Net-Worth #1794,20.6314,-156.1277,United States,High-Net-Worth Homeowners,11594000,0,Maui
LOC01795,Cabo San Lucas High-Net-Worth #1795,22.8686,-110.0527,Mexico,High-Net-Worth Homeowners,5394000,0,Cabo San Lucas
LOC01796,New York Commercial #1796,40.7536,-74.0842,United States,Commercial Property,7729000,1820000,New York
LOC01797,Shenzhen Commercial #1797,22.5888,114.3938,China,Commercial Property,33442000,13099000,Shenzhen
LOC01798,Lima Commercial #1798,-11.8526,-77.0529,Peru,Commercial Property,27897000,13128000,Lima
LOC01799,Charleston Commercial #1799,32.76,-79.9168,United States,Commercial Property,90096000,26585000,Charleston
LOC01800,Shenzhen Commercial #1800,22.4757,114.0386,China,Commercial Property,23986000,9446000,Shenzhen
LOC01801,Honolulu High-Net-Worth #1801,21.2758,-157.686,United States,High-Net-Worth Homeowners,13910000,0,Honolulu
LOC01802,Dubai High-Net-Worth #1802,25.3799,55.403,United Arab Emirates,High-Net-Worth Homeowners,1888000,0,Dubai
LOC01803,Shanghai Marine #1803,31.2752,121.5713,China,Marine Cargo,7403000,0,Shanghai
LOC01804,New York Commercial #1804,40.715,-73.8462,United States,Commercial Property,96396000,51696000,New York
LOC01805,Milan Commercial #1805,45.7073,9.3358,Italy,Commercial Property,24660000,8962000,Milan
LOC01806,Charleston Marine #1806,32.9784,-80.0401,United States,Marine Cargo,19264000,0,Charleston
LOC01807,Houston High-Net-Worth #1807,29.8282,-95.2377,United States,High-Net-Worth Homeowners,3620000,0,Houston
LOC01808,Jakarta Energy #1808,-6.0901,107.0754,Indonesia,Energy,77134000,0,Jakarta
LOC01809,Istanbul High-Net-Worth #1809,41.2409,29.0071,Türkiye,High-Net-Worth Homeowners,6287000,0,Istanbul
LOC01810,Kona / Hilo Commercial #1810,19.619,-155.9383,United States,Commercial Property,83347000,35468000,Kona / Hilo
LOC01811,Charleston Commercial #1811,32.5364,-79.9472,United States,Commercial Property,6714000,2201000,Charleston
LOC01812,Osaka Commercial #1812,34.7078,135.3273,Japan,Commercial Property,48935000,16707000,Osaka
LOC01813,Boston High-Net-Worth #1813,42.3936,-70.8632,United States,High-Net-Worth Homeowners,1604000,0,Boston
LOC01814,Goma High-Net-Worth #1814,-1.8285,29.1317,Democratic Republic of the Congo,High-Net-Worth Homeowners,3035000,0,Goma
LOC01815,Mumbai Marine #1815,19.245,73.1078,India,Marine Cargo,7333000,0,Mumbai
LOC01816,Kampala Commercial #1816,0.4102,32.6063,Uganda,Commercial Property,43308000,17932000,Kampala
LOC01817,Shanghai Commercial #1817,31.391,121.8259,China,Commercial Property,23714000,5035000,Shanghai
LOC01818,Jakarta Commercial #1818,-6.2017,106.6314,Indonesia,Commercial Property,21976000,7234000,Jakarta
LOC01819,Boston High-Net-Worth #1819,42.3598,-71.0732,United States,High-Net-Worth Homeowners,1788000,0,Boston
LOC01820,Jakarta Marine #1820,-6.217,106.8512,Indonesia,Marine Cargo,13622000,0,Jakarta
LOC01821,Los Angeles Commercial #1821,33.9302,-118.4155,United States,Commercial Property,72546000,22690000,Los Angeles
LOC01822,New Orleans Commercial #1822,30.0771,-89.9557,United States,Commercial Property,41750000,17391000,New Orleans
LOC01823,Los Angeles Commercial #1823,33.8658,-117.863,United States,Commercial Property,31147000,13778000,Los Angeles
LOC01824,London Commercial #1824,51.6571,-0.1047,United Kingdom,Commercial Property,36375000,14021000,London
LOC01825,Surabaya Commercial #1825,-7.2674,112.7196,Indonesia,Commercial Property,16498000,8464000,Surabaya
LOC01826,Hong Kong Commercial #1826,22.341,114.2114,China,Commercial Property,16456000,7264000,Hong Kong
LOC01827,Miami High-Net-Worth #1827,25.8455,-80.0351,United States,High-Net-Worth Homeowners,10136000,0,Miami
LOC01828,Lagos Commercial #1828,6.6279,3.3755,Nigeria,Commercial Property,6734000,3946000,Lagos
LOC01829,London High-Net-Worth #1829,51.6633,-0.2072,United Kingdom,High-Net-Worth Homeowners,2548000,0,London
LOC01830,London Commercial #1830,51.7037,0.2182,United Kingdom,Commercial Property,108002000,35727000,London
LOC01831,Shenzhen Commercial #1831,22.5014,113.9855,China,Commercial Property,145247000,53733000,Shenzhen
LOC01832,New York Commercial #1832,40.7334,-74.0244,United States,Commercial Property,13538000,6166000,New York
LOC01833,Lagos Commercial #1833,6.4779,3.4331,Nigeria,Commercial Property,28975000,6548000,Lagos
LOC01834,Hamburg Marine #1834,53.4576,9.6369,Germany,Marine Cargo,29677000,0,Hamburg
LOC01835,Taipei Commercial #1835,25.0272,121.5691,Taiwan,Commercial Property,29011000,9153000,Taipei
LOC01836,Charleston Commercial #1836,32.8581,-80.0802,United States,Commercial Property,34848000,11519000,Charleston
LOC01837,Athens Commercial #1837,37.7444,23.5397,Greece,Commercial Property,26440000,15344000,Athens
LOC01838,Izmir Marine #1838,38.2617,27.0094,Türkiye,Marine Cargo,5160000,0,Izmir
LOC01839,Cancun Commercial #1839,21.1195,-86.8451,Mexico,Commercial Property,23888000,10052000,Cancun
LOC01840,San Francisco High-Net-Worth #1840,37.887,-122.6002,United States,High-Net-Worth Homeowners,2718000,0,San Francisco
LOC01841,London Commercial #1841,51.6447,-0.2894,United Kingdom,Commercial Property,8924000,1950000,London
LOC01842,Osaka Marine #1842,34.7768,135.4746,Japan,Marine Cargo,8432000,0,Osaka
LOC01843,London High-Net-Worth #1843,51.5139,-0.1804,United Kingdom,High-Net-Worth Homeowners,17671000,0,London
LOC01844,Jakarta High-Net-Worth #1844,-6.3607,106.8554,Indonesia,High-Net-Worth Homeowners,3026000,0,Jakarta
LOC01845,San Diego Energy #1845,32.7866,-117.2585,United States,Energy,323222000,0,San Diego
LOC01846,Shenzhen Commercial #1846,22.5435,114.0592,China,Commercial Property,11451000,6419000,Shenzhen
LOC01847,Istanbul Commercial #1847,41.0234,28.6656,Türkiye,Commercial Property,73722000,41161000,Istanbul
LOC01848,Charleston Commercial #1848,32.8302,-79.9283,United States,Commercial Property,49593000,19804000,Charleston
LOC01849,Charleston Commercial #1849,32.7522,-79.9715,United States,Commercial Property,31674000,14295000,Charleston
LOC01850,Valparaiso Energy #1850,-33.0894,-72.0213,Chile,Energy,442476000,0,Valparaiso
LOC01851,Shanghai High-Net-Worth #1851,31.2119,121.5199,China,High-Net-Worth Homeowners,2547000,0,Shanghai
LOC01852,Mumbai Commercial #1852,19.1758,72.8061,India,Commercial Property,46596000,12011000,Mumbai
LOC01853,Miami High-Net-Worth #1853,25.7611,-80.2086,United States,High-Net-Worth Homeowners,2973000,0,Miami
LOC01854,Miami High-Net-Worth #1854,25.9402,-80.3968,United States,High-Net-Worth Homeowners,6498000,0,Miami
LOC01855,Los Angeles Commercial #1855,34.1528,-118.3038,United States,Commercial Property,21668000,4449000,Los Angeles
LOC01856,Shanghai Commercial #1856,31.2143,121.4705,China,Commercial Property,25915000,12673000,Shanghai
LOC01857,Puerto Vallarta High-Net-Worth #1857,20.5882,-105.2128,Mexico,High-Net-Worth Homeowners,14040000,0,Puerto Vallarta
LOC01858,Acapulco High-Net-Worth #1858,16.9737,-99.9699,Mexico,High-Net-Worth Homeowners,1870000,0,Acapulco
LOC01859,New York High-Net-Worth #1859,40.7294,-73.7527,United States,High-Net-Worth Homeowners,13524000,0,New York
LOC01860,Sydney Commercial #1860,-33.8339,151.2605,Australia,Commercial Property,52135000,27856000,Sydney
LOC01861,London Commercial #1861,51.5469,-0.2259,United Kingdom,Commercial Property,27756000,10987000,London
LOC01862,San Francisco Commercial #1862,37.7963,-122.8573,United States,Commercial Property,6677000,2704000,San Francisco
LOC01863,Chennai Marine #1863,13.1628,80.3588,India,Marine Cargo,11954000,0,Chennai
LOC01864,Shanghai Commercial #1864,31.1671,121.1739,China,Commercial Property,14380000,6491000,Shanghai
LOC01865,Los Angeles Commercial #1865,34.0516,-118.2304,United States,Commercial Property,8319000,3535000,Los Angeles
LOC01866,Los Angeles Commercial #1866,34.0647,-118.2383,United States,Commercial Property,36433000,18766000,Los Angeles
LOC01867,San Francisco Energy #1867,37.7382,-122.4972,United States,Energy,57738000,0,San Francisco
LOC01868,Houston Commercial #1868,29.8452,-95.1352,United States,Commercial Property,38583000,13587000,Houston
LOC01869,Hamburg Commercial #1869,53.8356,10.3074,Germany,Commercial Property,40095000,21811000,Hamburg
LOC01870,Shenzhen Commercial #1870,22.5407,114.0606,China,Commercial Property,16977000,6025000,Shenzhen
LOC01871,San Juan High-Net-Worth #1871,18.3201,-66.0829,Puerto Rico,High-Net-Worth Homeowners,4598000,0,San Juan
